"Estimate","Std. Error","z value","Pr(>|z|)","term","Stratum","OR","CI_lower","CI_upper","OR_lower","OR_upper"
0.0223967884454289,0.0784352722183349,0.285544855165218,0.775226744650686,"z_feature_desc_length","Positive",1.02264947947475,-0.131333520220103,0.17612709711096,0.87692525330941,1.19258962371446
0.090140001990651,0.190327202868125,0.473605457508393,0.635781282977759,"z_feature_base_rate","Positive",1.09432748100676,-0.282894460909122,0.463174464890424,0.753599317849774,1.58911056223293
-0.225527573559008,0.0491937451466099,-4.58447660138251,4.55125047674527e-06,"modeldeepseekv31671b:conditionmtp","Positive",0.798095053823432,-0.321945542311005,-0.12910960480701,0.724737656793183,0.878877631053181
-0.248511952544414,0.048706036120069,-5.10228243439454,3.35581432204029e-07,"modelgpt5nano:conditionmtp","Positive",0.779960538266444,-0.343974029169456,-0.153049875919372,0.708947339761652,0.858086922869905
-1.13508755562532,0.0496058214964033,-22.8821440989062,6.99756640787428e-116,"modelllama33b:conditionmtp","Positive",0.321393980251541,-1.23231317918179,-1.03786193206884,0.291617233971816,0.354211200535256
-0.342277954827652,0.0488372833677393,-7.00853796986079,2.40821272627175e-12,"modelclaudesonnet45:conditionmtp","Positive",0.710150787434178,-0.437997271331198,-0.246558638324106,0.645327543740028,0.781485535191331
-0.454492899665381,0.0495422300803119,-9.17384822864477,4.5642748758257e-20,"modelqwen3:conditionmtp","Positive",0.634769778313249,-0.551593886336589,-0.357391912994173,0.576030950434508,0.699498301533821
-0.185164102360614,0.0508103196336468,-3.6442223488395,0.000268201487978068,"modeldeepseekv31671b:conditionensemble_mtp","Positive",0.830967908867263,-0.28475049888553,-0.085577705835698,0.752201906122626,0.917981807739084
-1.33759468724963,0.0496947869655062,-26.9161972296627,1.41949046709158e-159,"modelllama33b:conditionensemble_mtp","Positive",0.262476247371174,-1.43499467992142,-1.24019469457785,0.238116630810505,0.289327881885242
-0.532685024091546,0.0548091591118529,-9.71890524728648,2.50459706973484e-22,"modelqwen3:conditionensemble_mtp","Positive",0.587026670987579,-0.640109001973703,-0.425261046209389,0.52723495126049,0.653599143279299
